HRR,HRR Name,Provider ID,Hospital Name,City,State,System,Number of deaths among chronically ill patients assigned to hospital,Percent of enrollees medical inpatient days at hospital to which they were assigned,Hospital Care Intensity Index during the Last Two Years of Life,Total Medicare Reimbursements per Decedent during the Last Two Years of Life,Inpatient Sector Reimbursements per Decedent during the Last Two Years of Life,Outpatient Sector Reimbursements per Decedent during the Last Two Years of Life,SNF/Long-Term Care Sector Reimbursements per Decedent during the Last Two Years of Life,Home Health Sector Reimbursements per Decedent during the Last Two Years of Life,Hospice Sector Reimbursements per Decedent during the Last Two Years of Life,Ambulance spending per Decedent during the last two years of life,Reimbursements for Durable Medical Equipment per Decedent during the Last Two Years of Life,Other spending per Decedent during the last two years of life,Part B Spending per Decedent during the Last Two Years of Life,Part B Spending for Evaluation & Management per Decedent during the Last Two Years of Life,Part B Spending for Procedures per Decedent during the Last Two Years of Life,Part B Spending for Imaging per Decedent during the Last Two Years of Life,Part B Spending for Tests per Decedent during the Last Two Years of Life,Other Part B spending per Decedent during the last two years of life,Hospital reimbursements per Decedent during the last two years of life,Inpatient Days per Decedent during the Last Two Years of Life,Reimbursements per patient day (calculated),Hospital Reimbursements: Ratio to US Average (calculated),Hospital Days: Ratio to US Average (calculated),Reimbursements per Day: Ratio to US Average (calculated),Payments for physician visits per Decedent during the last two years of life,Physician Visits per Decedent during the Last Two Years of Life,Payments per physician visit (calculated),Physician visit payments: Ratio to US Average (calculated),Physician visits: Ratio to US Average (calculated),Payments per visit: Ratio to US Average (calculated),"Hospital Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Total ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","High-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Intermediate-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Medical & Surgical Unit Bed Inputs per 1,000 Decedents during the Last Two Years of Life","SNF Bed Inputs per 1,000 Dededents during the Last Two Years of Life","FTE Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Medical Specialist Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Primary Care Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life",Standardized FTE physician labor: Ratio MS/PC (calculated),"RNs Required Under Proposed Federal Standards per 1,000 Decedents during the Last Two Years of Life",Inpatient Days per Decedent during the Last Six Months of Life,Total ICU Days per Decedent during the Last Six Months of Life,High-Intensity ICU Days per Decedent during the Last Six Months of Life,Intermediate-Intensity ICU Days per Decedent during the Last Six Months of Life,Medical & Surgical Unit Days per Decedent during the Last Six Months of Life,SNF Days per Decedent during the Last Six Months of Life,Physician Visits per Decedent during the Last Six Months of Life,Medical Specialist Visits per Decedent during the Last Six Months of Life,Primary Care Visits per Decedent during the Last Six Months of Life,Physician visits per decedent last 6 months: Ratio MS/PC (calculated),Home Health Agency Visits per Decedent during the Last Six Months of Life,Percent of Deaths Occurring In Hospital,Percent of Deaths Associated With ICU Admission,Percent of Decedents Enrolled In Hospice during the Last Six Months of Life,Hospice Days per Decedent during the Last Six Months of Life,Percent of Decedents Seeing 10 or More Different Physicians during the Last Six Months of Life,Number of Different Physicians Seen per Decedent during the Last Six Months of Life,Average Co-Payments per Decedent during the Last Two Years of Life,Average Co-Payments for Physician Services per Decedent during the Last Two Years of Life,Average Co-Payments for Durable Medical Equipment per Decedent during the Last Two Years of Life
109,CT- BRIDGEPORT,70034,Norwalk Hospital,Norwalk,CT,Nuvance Health,409,93.6,1.1,"110,148","51,323","20,377","18,328","9,299","7,000","1,841",719,"1,260","18,502","9,041","4,195","1,331","1,107","2,828","45,926",20.5,"2,243",1.2,1.1,1.1,"9,053",76.1,119,1.3,1.2,1.1,56.1,14.6,5.9,8.6,41.5,67.2,37.3,15.1,14.9,1.0,48.7,11.4,3.1,1.4,1.7,8.4,11.8,34.9,15.5,14.6,1.1,15.7,19.9,16.1,60.5,19.0,74.3,17.3,"4,928","4,724",204
110,CT- HARTFORD,70035,The Hosp Of Central Connecticut,New Britain,CT,Hartford HealthCare,327,91.5,1.0,"103,551","47,855","20,801","20,017","5,974","3,586","3,660",823,834,"20,476","7,981","2,665","1,128",945,"7,757","43,598",19.7,"2,216",1.2,1.1,1.1,"7,987",60.3,132,1.1,0.9,1.2,53.9,32.2,8.2,24.0,21.7,90.0,31.2,14.9,10.6,1.4,52.6,10.5,6.2,1.9,4.3,4.4,13.5,26.3,13.8,9.8,1.4,9.4,24.4,19.0,49.8,12.5,72.0,16.4,"5,645","5,409",237
110,CT- HARTFORD,70036,"Uconn Hlth Ctr, John Dempsey Hosp",Farmington,CT,,212,91.5,0.8,"101,893","50,518","18,894","14,329","8,228","6,156","2,239",526,"1,004","14,986","7,156","2,183","1,071",755,"3,821","46,954",15.5,"3,034",1.2,0.9,1.5,"7,162",49.9,144,1.0,0.8,1.3,42.4,21.5,6.6,14.9,20.9,55.7,23.4,13.5,4.7,2.8,40.5,9.5,4.9,1.9,3.0,4.6,7.7,23.6,12.1,3.4,3.5,13.4,24.2,23.2,61.7,21.4,69.0,15.7,"3,869","3,713",155
112,DE- WILMINGTON,80001,Christiana Care Health System,Newark,DE,ChristianaCare,"1,629",94.9,1.2,"95,068","43,593","18,617","15,389","5,316","8,605","1,336","1,331",882,"17,032","7,223","3,314","1,061",811,"4,624","38,647",22.2,"1,743",1.0,1.2,0.8,"7,233",70.1,103,1.0,1.1,1.0,60.7,21.7,5.4,16.3,39.0,64.3,32.8,15.4,11.6,1.3,53.7,12.5,4.9,1.3,3.5,7.6,10.3,32.7,16.7,12.3,1.4,9.1,16.1,13.0,67.8,27.5,72.9,19.0,"5,278","4,895",383
112,DE- WILMINGTON,80003,St. Francis Hospital,Wilmington,DE,Trinity Health,124,85.5,1.0,"97,965","43,782","23,602","14,545","5,711","8,147","1,047",507,623,"15,956","7,608","3,954","1,002",692,"2,700","38,041",17.2,"2,214",1.0,1.0,1.1,"7,641",69.8,110,1.1,1.1,1.0,47.1,27.3,8.5,18.9,19.7,42.3,34.8,16.1,13.2,1.2,46.4,11.6,7.7,2.8,4.9,3.9,8.1,40.9,20.9,14.8,1.4,8.8,32.8,27.3,50.0,24.5,76.5,18.0,"4,804","4,654",150
112,DE- WILMINGTON,80004,Bayhealth Medical Center,Dover,DE,,496,92.6,1.2,"94,096","42,461","18,900","15,105","4,973","9,520","1,488",907,741,"16,050","8,047","3,025","1,020",918,"3,040","37,015",20.5,"1,802",1.0,1.1,0.9,"8,059",79.6,101,1.1,1.2,0.9,56.3,23.0,5.9,17.1,33.3,60.3,29.3,15.2,8.1,1.9,50.9,12.3,5.6,1.7,3.8,6.7,9.9,39.2,18.3,5.8,3.1,8.7,17.4,12.9,70.6,34.5,76.5,18.3,"4,910","4,628",282
225,MD- SALISBURY,80006,Nanticoke Memorial Hospital,Seaford,DE,TidalHealth,236,89.5,0.8,"96,180","42,852","20,969","14,114","4,889","10,326","1,769",983,277,"14,071","7,179","2,793","1,133",652,"2,314","38,463",14.5,"2,655",1.0,0.8,1.3,"7,192",64.4,112,1.0,1.0,1.0,39.7,6.4,4.3,2.1,33.3,60.6,27.1,12.6,9.1,1.4,33.5,7.9,1.3,1.0,0.3,6.6,10.0,26.4,12.0,6.5,1.8,10.1,14.0,7.1,77.4,41.8,67.2,14.8,"4,367","4,063",304
225,MD- SALISBURY,80007,Beebe Healthcare,Lewes,DE,,531,92.1,1.0,"91,172","40,055","20,198","13,077","4,114","9,431","1,775","1,867",655,"14,852","6,955","2,848","1,008",759,"3,282","35,810",19.3,"1,853",1.0,1.1,0.9,"6,959",65.4,106,1.0,1.0,1.0,52.9,29.5,5.2,24.3,23.4,61.7,30.5,12.4,12.2,1.0,49.7,11.4,6.6,1.4,5.2,4.8,10.5,30.3,12.6,14.1,0.9,7.4,23.5,19.9,70.1,38.1,73.9,16.4,"4,826","4,304",523
225,MD- SALISBURY,80009,Bayhealth - Milford Memorial Hosp,Milford,DE,,185,87.3,0.9,"85,708","37,282","20,796","11,903","3,421","8,713","1,467","1,532",595,"14,294","6,566","2,598","1,032",817,"3,281","32,977",15.6,"2,108",0.9,0.9,1.0,"6,575",63.4,104,0.9,1.0,1.0,42.9,20.4,7.1,13.3,22.4,39.0,24.0,12.7,5.9,2.1,40.8,9.7,4.9,1.9,3.0,4.8,5.8,30.8,15.0,3.2,4.7,5.1,13.4,10.8,69.0,33.8,68.4,15.4,"4,619","4,186",433
113,DC- WASHINGTON,90001,George Washington Univ Hosp,Washington,DC,"Universal Health Services, Inc.",264,76.3,1.2,"95,556","57,382","14,433","15,255","2,961","2,643","1,373",770,738,"18,177","7,542","3,211","1,135","1,075","5,213","51,386",23.8,"2,156",1.4,1.3,1.0,"7,612",64.8,118,1.1,1.0,1.1,65.3,15.8,6.7,9.1,49.5,58.4,33.9,15.7,11.2,1.4,56.3,14.3,4.0,1.7,2.3,10.3,10.0,31.9,15.8,11.8,1.3,6.4,30.5,21.4,35.6,11.2,69.5,16.0,"5,993","5,743",250
113,DC- WASHINGTON,90004,Medstar Georgetown Univ Hospital,Washington,DC,MedStar Health,245,79.6,1.4,"110,656","61,077","30,900","7,752","4,156","4,030","1,107",640,994,"18,682","7,557","3,879","1,894","1,614","3,738","55,465",28.5,"1,946",1.5,1.6,0.9,"7,592",80.5,94,1.1,1.2,0.9,78.1,22.9,9.6,13.3,55.2,46.6,41.0,19.6,13.2,1.5,69.1,17.2,6.1,2.7,3.3,11.1,7.5,39.0,18.6,13.6,1.4,7.2,35.2,24.5,51.8,16.7,74.4,18.6,"6,481","6,297",185
113,DC- WASHINGTON,90005,Sibley Memorial Hospital,Washington,DC,Johns Hopkins Health System,353,85.6,1.0,"89,243","41,093","26,438","8,567","4,525","5,921",818,684,"1,195","20,075","7,276","3,790","1,362","1,465","6,183","36,821",20.2,"1,826",1.0,1.1,0.9,"7,294",68.6,106,1.0,1.0,1.0,55.3,19.7,8.4,11.3,35.5,42.2,35.4,17.2,10.2,1.7,50.6,12.2,5.3,2.5,2.8,6.9,7.4,31.7,16.9,10.0,1.7,8.4,36.6,28.3,49.8,17.8,66.4,14.9,"5,849","5,664",185
113,DC- WASHINGTON,90008,United Medical Center,Washington,DC,,100,70.8,1.5,"118,468","64,575","15,863","30,936","2,745",903,"1,951","1,007",488,"24,723","12,972","4,161","1,245",820,"5,524","54,670",26.3,"2,079",1.5,1.5,1.0,"13,082",89.9,146,1.8,1.4,1.3,72.0,17.6,13.7,3.9,54.4,90.2,46.3,18.0,21.8,0.8,65.3,15.3,4.1,3.3,0.8,11.3,15.5,50.0,18.6,27.7,0.7,4.8,38.5,21.2,14.6,5.1,71.9,17.6,"7,886","7,538",348
113,DC- WASHINGTON,90011,Medstar Washington Hospital Center,Washington,DC,MedStar Health,585,82.5,1.2,"93,084","51,750","19,381","12,379","3,331","3,228","1,624",662,729,"18,315","8,580","3,893","1,238","1,135","3,468","45,303",24.1,"1,881",1.2,1.3,0.9,"8,621",68.9,125,1.2,1.0,1.2,66.0,14.6,9.1,5.5,51.4,53.4,35.6,16.1,13.0,1.2,57.7,14.8,3.7,2.5,1.3,11.0,10.5,34.5,16.0,13.7,1.2,6.3,36.4,25.6,34.8,17.2,68.3,16.8,"5,880","5,656",224
123,FL- JACKSONVILLE,100001,Uf Health Jacksonville,Jacksonville,FL,UF Health Shands,285,86.1,1.0,"103,741","58,215","16,135","13,930","5,139","7,254","1,457","1,104",507,"16,050","7,320","3,084","1,200",760,"3,687","53,338",19.9,"2,683",1.4,1.1,1.3,"7,321",59.3,123,1.0,0.9,1.1,54.5,26.6,8.4,18.3,27.8,68.7,27.2,12.8,9.2,1.4,51.7,11.2,5.9,2.2,3.6,5.3,11.3,27.6,12.1,7.9,1.5,10.2,23.0,20.6,65.0,32.9,65.9,15.9,"5,391","5,035",356
118,FL- FORT LAUDERDALE,100002,Bethesda Hospital East,Boynton Beach,FL,Baptist Health South Florida,556,87.5,1.5,"111,574","45,279","25,312","17,887","9,919","8,857","1,932",910,"1,478","28,745","12,172","5,535","2,064","1,983","6,990","37,712",21.2,"1,781",1.0,1.2,0.9,"12,179",118.4,103,1.7,1.8,1.0,58.0,33.6,25.4,8.2,24.4,66.7,54.1,27.0,18.3,1.5,64.6,11.7,7.8,6.0,1.7,3.9,9.6,52.7,29.2,17.5,1.7,18.8,13.1,11.1,75.2,24.2,77.4,18.8,"7,801","7,543",258
130,FL- ORLANDO,100006,Orlando Regional Medical Center,Orlando,FL,Orlando Health,742,86.0,1.1,"97,391","45,137","19,931","13,852","5,599","9,395","1,250","1,193","1,035","17,272","8,528","3,136","1,422","1,207","2,979","39,554",18.3,"2,157",1.1,1.0,1.0,"8,554",79.2,108,1.2,1.2,1.0,50.2,28.4,4.6,23.8,21.8,60.5,38.0,17.5,14.5,1.2,47.1,11.5,6.8,1.3,5.5,4.8,10.1,40.7,19.7,14.7,1.3,10.1,14.4,12.5,76.0,28.1,78.1,20.2,"5,272","4,923",349
130,FL- ORLANDO,100007,Florida Hospital Orlando,Orlando,FL,AdventHealth,"1,975",91.8,1.6,"107,865","49,855","20,701","17,497","7,441","8,397","1,222","1,712","1,040","22,887","10,719","3,763","1,514","1,357","5,534","42,110",23.8,"1,769",1.1,1.3,0.8,"10,746",103.4,104,1.5,1.6,1.0,65.2,56.0,9.4,46.7,9.2,77.1,45.8,23.1,16.0,1.4,67.6,13.4,11.7,2.4,9.3,1.7,11.4,52.2,28.7,15.9,1.8,13.5,19.4,18.6,68.3,28.3,77.0,20.6,"6,758","6,261",497
127,FL- MIAMI,100008,Baptist Hospital Of Miami,Miami,FL,Baptist Health South Florida,410,85.8,1.6,"113,248","55,040","21,541","12,703","9,671","10,214","1,333","1,343","1,404","19,216","10,415","3,516","1,366","1,427","2,492","47,457",25.2,"1,882",1.3,1.4,0.9,"10,422",104.6,100,1.5,1.6,0.9,69.1,35.4,5.6,29.8,33.6,34.6,50.0,22.4,19.9,1.1,63.5,14.7,8.3,1.5,6.8,6.4,5.4,53.4,26.5,21.8,1.2,24.5,30.4,23.7,56.9,24.0,78.6,21.7,"5,888","5,500",388
119,FL- FORT MYERS,100012,Lee Memorial Hospital,Fort Myers,FL,Lee Health,953,85.1,1.1,"94,149","38,351","23,681","14,280","6,074","8,274","1,235",981,"1,273","26,464","8,928","4,793","2,364","1,502","8,877","32,614",19.1,"1,703",0.9,1.1,0.8,"8,953",79.2,113,1.3,1.2,1.0,52.5,31.8,5.8,26.1,20.6,64.4,36.6,17.8,12.1,1.5,50.2,11.5,7.0,1.5,5.4,4.6,10.6,38.1,19.4,12.4,1.6,12.5,17.2,14.8,67.4,26.7,77.8,20.0,"7,524","7,245",279
131,FL- ORMOND BEACH,100014,Florida Hospital New Smyrna,New Smyrna Beach,FL,AdventHealth,181,90.1,1.0,"77,995","31,378","19,609","9,292","7,020","7,860",724,"1,290",821,"17,441","7,579","3,579","1,384","1,352","3,548","26,486",15.2,"1,746",0.7,0.8,0.8,"7,589",76.2,100,1.1,1.2,0.9,41.6,20.3,6.7,13.6,21.3,42.5,33.0,15.8,11.4,1.4,39.6,9.3,5.1,1.8,3.3,4.2,7.6,36.5,18.6,10.2,1.8,14.2,10.8,10.7,77.5,32.0,65.4,15.0,"5,442","5,046",396
131,FL- ORMOND BEACH,100017,Halifax Health-Daytona Beach,Daytona Beach,FL,,392,91.5,0.9,"75,175","30,054","14,939","12,416","6,605","8,561",856,689,"1,055","14,753","6,797","2,536","1,504","1,137","2,778","25,890",15.4,"1,686",0.7,0.9,0.8,"6,826",60.1,114,1.0,0.9,1.1,42.1,16.4,8.9,7.5,25.7,54.3,27.2,12.9,9.0,1.4,40.1,8.8,4.0,2.3,1.7,4.8,8.5,28.0,14.8,6.5,2.3,12.5,19.0,15.9,73.9,29.2,61.7,14.1,"4,142","3,932",209
119,FL- FORT MYERS,100018,Nch Downtown Naples Hospital,Naples,FL,,"1,156",91.2,1.0,"90,028","32,965","24,656","13,241","6,294","8,830","1,410","1,154","1,479","26,874","8,949","5,116","2,162","1,977","8,671","27,957",18.1,"1,546",0.7,1.0,0.7,"8,967",80.1,112,1.3,1.2,1.0,49.5,9.1,3.2,5.9,40.4,55.2,39.7,18.0,14.8,1.2,41.0,10.2,2.0,0.8,1.2,8.2,9.6,35.3,16.0,12.6,1.3,11.6,12.9,8.9,74.4,29.4,72.0,16.4,"7,515","7,196",319
130,FL- ORLANDO,100019,Health First Holmes Regional Med Ct,Melbourne,FL,"Health First, Inc.",795,88.7,1.3,"100,268","40,649","21,576","17,513","6,302","10,975","1,043","1,180","1,030","25,470","9,591","4,074","1,562","1,365","8,878","34,092",20.4,"1,670",0.9,1.1,0.8,"9,596",92.1,104,1.3,1.4,1.0,55.9,33.8,9.0,24.8,22.1,61.2,40.9,22.4,11.2,2.0,54.9,11.5,6.9,2.3,4.6,4.5,9.1,46.0,25.6,11.3,2.3,10.3,24.9,22.8,66.1,37.0,71.4,17.1,"7,417","7,076",341
127,FL- MIAMI,100022,Jackson Health System,Miami,FL,,279,81.1,2.0,"160,345","95,928","14,132","29,025","7,435","8,777","1,947","1,949","1,153","22,620","13,866","3,838","1,241","1,188","2,486","83,907",28.6,"2,930",2.2,1.6,1.4,"13,887",125.8,110,1.9,1.9,1.0,78.5,47.6,17.3,30.3,30.9,72.3,55.7,26.8,20.7,1.3,79.4,17.9,11.5,4.5,7.0,6.5,10.6,72.2,39.6,25.6,1.5,20.6,39.0,31.3,45.5,23.3,70.0,18.7,"6,926","6,339",587
129,FL- OCALA,100023,Citrus Memorial Health System,Inverness,FL,HCA Healthcare,512,89.1,1.0,"79,183","30,908","21,385","13,783","4,098","5,990","1,337",655,"1,027","23,156","7,435","4,213","1,821","1,583","8,104","26,216",16.0,"1,635",0.7,0.9,0.8,"7,789",76.3,102,1.1,1.2,0.9,43.9,21.6,6.7,14.9,22.3,75.6,35.1,15.2,13.9,1.1,41.7,9.8,5.2,1.9,3.4,4.5,12.9,37.5,18.3,15.1,1.2,7.7,11.7,9.4,71.3,20.3,73.9,15.4,"6,266","6,070",196
134,FL- PENSACOLA,100025,Sacred Heart Hospital Pensacola,Pensacola,FL,Ascension Healthcare,522,88.7,0.9,"79,908","35,001","18,702","11,130","5,864","5,831","1,388","1,066",926,"15,315","6,307","3,239","1,811",797,"3,162","30,856",15.6,"1,980",0.8,0.9,1.0,"6,354",61.5,103,0.9,0.9,1.0,42.7,11.5,5.0,6.5,31.2,53.2,27.9,16.0,5.7,2.8,37.4,9.1,2.8,1.3,1.5,6.3,9.4,28.2,16.2,4.4,3.7,13.5,15.7,11.1,73.1,26.0,69.9,15.2,"5,047","4,732",316
133,FL- PANAMA CITY,100026,Bay Medical Ctr Sacred Heart Hlth,Panama City,FL,Ascension Healthcare,272,84.5,1.0,"77,517","32,508","15,578","13,971","5,136","6,500","1,674","1,356",795,"17,938","7,199","3,753","1,185","1,197","4,603","27,514",17.1,"1,609",0.7,0.9,0.8,"7,260",71.7,101,1.0,1.1,0.9,46.9,31.1,7.7,23.4,15.8,60.0,31.5,13.1,12.7,1.0,46.8,8.0,5.0,1.7,3.4,2.9,8.2,27.3,12.1,10.9,1.1,8.9,15.9,14.4,56.3,32.7,51.5,12.4,"5,645","5,202",443
130,FL- ORLANDO,100028,Parrish Medical Center,Titusville,FL,,239,91.6,0.8,"76,391","28,503","18,019","11,796","5,043","10,094",992,"1,208",735,"17,928","6,598","3,252","1,115",954,"6,008","24,501",15.1,"1,627",0.7,0.8,0.8,"6,602",64.2,103,0.9,1.0,1.0,41.2,22.1,3.8,18.2,19.2,56.9,29.9,14.3,9.9,1.4,38.4,8.8,4.9,1.0,3.8,4.0,9.5,28.9,15.1,9.5,1.6,11.3,17.4,11.5,73.7,39.6,56.7,13.0,"5,473","5,113",361
127,FL- MIAMI,100029,North Shore Medical Center,Miami,FL,TENET Healthcare Corporation,218,80.1,1.8,"122,126","54,498","16,275","29,684","8,663","8,335","2,068","1,220","1,382","25,646","14,622","4,534","1,369","1,150","3,970","43,450",21.5,"2,025",1.2,1.2,1.0,"14,651",129.6,113,2.1,2.0,1.0,58.8,42.9,13.9,28.9,15.9,80.8,54.5,29.7,16.5,1.8,61.8,13.1,9.8,3.5,6.2,3.3,13.7,74.6,43.0,22.2,1.9,20.1,16.5,13.9,58.0,24.5,78.3,19.4,"7,466","7,072",394
130,FL- ORLANDO,100030,Health Central - Ocoee,Ocoee,FL,Orlando Health,233,84.9,1.2,"90,522","39,907","15,804","16,957","5,966","8,518","1,386",951,"1,033","16,712","9,364","2,721","1,133","1,010","2,485","34,097",19.7,"1,728",0.9,1.1,0.8,"9,401",78.9,119,1.3,1.2,1.1,54.1,39.7,10.3,29.5,14.3,72.5,40.2,19.6,15.4,1.3,55.6,11.3,8.5,2.3,6.2,2.8,12.7,37.0,19.7,14.3,1.4,9.5,17.0,15.3,71.8,26.9,71.3,16.7,"4,730","4,441",288
139,FL- ST PETERSBURG,100032,Bayfront Health St. Petersburg,Saint Petersburg,FL,Orlando Health,165,80.9,1.4,"100,178","44,512","16,937","22,753","6,761","4,917","2,193","1,106",999,"21,585","9,647","3,300","1,389","1,130","6,118","37,607",21.6,"1,744",1.0,1.2,0.8,"9,655",91.2,106,1.4,1.4,1.0,59.1,46.0,14.6,31.4,13.1,86.7,44.2,21.6,16.6,1.3,63.1,12.3,9.9,4.0,5.9,2.4,11.5,46.3,25.6,17.0,1.5,12.9,24.4,22.1,55.4,17.7,73.9,16.1,"6,114","5,792",322
127,FL- MIAMI,100034,Mount Sinai Medical Center,Miami Beach,FL,,266,89.0,1.9,"127,734","62,876","19,735","23,369","7,889","9,754","1,570","1,376","1,165","22,981","12,853","4,199","1,534","1,450","2,945","53,053",26.7,"1,988",1.4,1.5,1.0,"12,866",125.9,102,1.8,1.9,0.9,73.1,64.7,17.0,47.7,8.4,65.5,54.5,29.0,15.2,1.9,79.5,14.6,13.6,4.6,8.9,1.1,7.6,62.5,37.4,17.7,2.1,16.7,25.5,24.3,53.2,24.1,75.0,19.0,"6,714","6,314",400
115,FL- BRADENTON,100035,Manatee Memorial Hospital,Bradenton,FL,"Universal Health Services, Inc.",501,88.6,1.1,"91,525","37,719","18,994","17,088","7,631","5,515","1,256","1,808","1,514","20,971","8,391","4,262","1,641","1,379","5,298","32,664",18.3,"1,786",0.9,1.0,0.9,"8,486",76.6,111,1.2,1.2,1.0,50.1,25.3,4.7,20.6,24.8,68.7,36.5,15.6,14.9,1.0,46.3,10.5,5.4,1.2,4.2,5.1,10.7,36.9,18.8,13.6,1.4,13.9,15.7,13.3,68.9,17.4,66.2,14.2,"6,023","5,507",516
127,FL- MIAMI,100038,Memorial Regional Hospital,Hollywood,FL,Memorial Healthcare System,323,84.7,1.7,"121,763","59,706","20,364","16,271","10,273","11,001","1,411","1,066","1,672","21,356","11,880","3,787","2,070","1,379","2,240","50,797",24.3,"2,093",1.4,1.3,1.0,"11,886",113.8,104,1.7,1.7,1.0,66.5,51.4,8.1,43.3,15.1,40.7,50.3,24.9,17.1,1.5,66.8,14.5,11.6,2.2,9.4,2.9,5.4,59.2,32.3,20.5,1.6,26.3,24.5,23.1,65.4,26.2,76.8,20.3,"6,224","5,903",321
118,FL- FORT LAUDERDALE,100039,Broward Health Medical Center,Fort Lauderdale,FL,Broward Health,146,83.8,1.6,"110,225","57,054","14,266","20,666","8,152","6,030","1,356","1,279","1,422","21,025","11,441","4,457","1,344","1,160","2,623","48,150",21.2,"2,274",1.3,1.2,1.1,"11,476",110.1,104,1.6,1.7,1.0,58.0,44.9,17.1,27.9,13.1,58.9,48.0,25.2,15.4,1.6,63.3,13.1,11.3,4.8,6.5,1.8,9.6,59.8,36.3,16.8,2.2,18.3,19.9,19.1,57.7,15.9,79.7,17.6,"6,446","6,063",383
123,FL- JACKSONVILLE,100040,St. Vincent's Medical Center,Jacksonville,FL,Ascension Healthcare,463,88.2,1.2,"90,188","38,992","18,784","15,433","6,068","7,427","1,560","1,172",752,"21,941","8,941","3,546","1,468","1,221","6,765","33,011",18.3,"1,802",0.9,1.0,0.9,"8,959",79.8,112,1.3,1.2,1.0,50.2,16.8,5.3,11.5,33.4,70.7,37.6,18.1,13.9,1.3,44.5,11.3,4.3,1.5,2.8,7.0,10.8,40.3,20.9,14.2,1.5,12.7,13.4,10.6,71.9,25.6,75.2,20.9,"6,518","6,167",350
116,FL- CLEARWATER,100043,Mease Dunedin Hospital,Dunedin,FL,Trinity Health,157,85.7,1.1,"88,930","29,721","17,463","21,156","8,907","7,503","1,850",959,"1,372","20,377","8,714","3,819","1,804",988,"5,053","24,769",16.3,"1,519",0.7,0.9,0.7,"8,718",76.8,114,1.2,1.2,1.1,44.7,29.2,7.0,22.2,15.5,87.8,32.6,16.6,10.2,1.6,44.3,8.5,6.1,1.8,4.3,2.3,9.4,36.0,19.7,7.2,2.7,14.6,13.8,13.8,62.7,24.1,65.7,15.2,"7,216","6,949",267
118,FL- FORT LAUDERDALE,100044,Martin Health System,Stuart,FL,Cleveland Clinic Health System,"1,011",91.1,1.2,"94,271","36,626","23,347","15,661","9,050","5,720","1,587",886,"1,393","25,824","9,084","4,266","1,567","1,336","9,571","31,126",20.4,"1,527",0.8,1.1,0.7,"9,110",85.3,107,1.3,1.3,1.0,55.9,16.8,6.6,10.2,39.0,56.7,36.6,19.1,10.4,1.8,49.4,11.7,3.6,1.6,1.9,8.1,10.9,40.1,21.7,9.4,2.3,16.2,17.7,13.4,67.9,18.8,74.1,17.9,"7,226","6,978",248
130,FL- ORLANDO,100045,Florida Hospital Deland,Deland,FL,AdventHealth,248,92.0,1.0,"81,664","31,292","16,200","15,005","6,492","9,765",982,913,"1,014","18,100","8,329","2,857","1,272","1,230","4,411","26,352",15.7,"1,682",0.7,0.9,0.8,"8,376",74.4,113,1.2,1.1,1.0,42.9,16.7,6.6,10.1,26.3,65.3,36.2,15.1,16.0,0.9,39.7,9.7,4.3,1.8,2.5,5.3,11.1,39.3,19.4,16.9,1.2,11.5,5.1,5.1,79.4,31.1,74.0,15.8,"4,992","4,729",263
141,FL- TAMPA,100046,Florida Hospital Zephyrhills,Zephyrhills,FL,AdventHealth,234,85.6,1.0,"85,805","35,258","17,263","15,130","6,366","8,230","1,167","1,069","1,323","18,467","8,907","3,277","1,208","1,188","3,887","29,528",14.7,"2,003",0.8,0.8,1.0,"8,957",83.0,108,1.3,1.3,1.0,40.4,19.7,5.2,14.6,20.7,71.5,31.8,18.6,8.3,2.2,37.8,8.1,4.2,1.2,3.0,3.9,11.1,37.3,20.4,7.2,2.8,13.0,9.6,8.0,77.7,33.6,69.0,16.3,"5,364","5,035",329
119,FL- FORT MYERS,100047,Bayfront Health Punta Gorda,Punta Gorda,FL,"Community Health Systems, Inc.",155,81.3,1.4,"98,040","41,235","25,582","14,174","7,556","4,481","1,391","2,745",876,"28,254","9,516","4,593","1,678","1,671","10,796","34,459",23.9,"1,443",0.9,1.3,0.7,"9,548",91.2,105,1.3,1.4,1.0,65.4,39.5,10.0,29.5,25.9,61.6,41.4,20.1,14.0,1.4,64.0,12.6,8.4,2.4,6.0,4.2,10.5,43.7,22.6,14.8,1.5,16.6,23.8,20.2,61.8,12.4,71.7,16.3,"8,324","7,564",760
130,FL- ORLANDO,100049,Highlands Regional Med Ctr,Sebring,FL,HCA Healthcare,114,84.8,1.1,"95,074","41,845","19,212","13,745","10,283","5,148","1,840","2,073",928,"20,422","7,524","3,260","1,172","1,005","7,462","36,511",20.5,"1,783",1.0,1.1,0.9,"7,689",75.2,102,1.1,1.1,0.9,56.1,20.9,13.0,7.9,35.2,78.3,36.0,13.6,16.0,0.8,53.8,12.3,5.0,3.6,1.4,7.3,12.6,35.9,15.0,17.9,0.8,22.1,21.1,17.6,59.8,23.2,55.4,12.9,"6,131","5,508",623
